Org.;C.Gestor;Pro.;Eco.;Descripción;Créditos Iniciales;Modificaciones de Crédito;Créditos Totales consignados;Saldo de Créditos Retenidos pdtes de utilización;Saldo de Créditos Retenidos para Trans.;Saldo de Acuerd. Créd. para No Disponibil.;Saldo de Gastos Autorizados;Saldo de Gastos Compromet.;Saldo de Obligaciones Reconocidas;Saldo de Pagos Ordenados;Pagos Realizados;Total gastado;Saldo de Créditos disponibles;Saldo de Créditos disp. a nivel de Vinculación;% de Realizacion del Presupuesto;Facturas consumen disp. Pend. Contabilizar;Saldo de Crédito Disponible Real;Gasto Pendiente Aplicar a Presupuesto;Gastado en Fase Definitiva;Capítulo
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23133;62900;Otras inv.nuevas asoc funcion.operativo-C.Día Zona Norte;0,00;5.000,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.000,00;38.000,00;0,00%;0,00;5.000,00;0,00;0,00;6
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23140;13000;Retrib. básicas pers. lab. fijo-Tratamiento Familias con men;15.599,56;629,56;16.229,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.435,78;10.435,78;5.793,34;3.301.233,67;64,30%;0,00;5.793,34;0,00;10.435,78;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23140;13002;Otras rem. pers. lab. fijo-Tratamiento Familias con menores;17.961,06;907,30;18.868,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11.130,92;11.130,92;7.737,44;3.301.233,67;58,99%;0,00;7.737,44;0,00;11.130,92;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23140;13101;Indefin. no fijos plantilla-Tratamiento Familias con menores;287.962,78;14.457,23;302.420,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;180.571,42;180.571,42;121.848,59;3.301.233,67;59,71%;0,00;121.848,59;0,00;180.571,42;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23140;15100;Gratificaciones- Tratamientos Familias con menores;3.170,04;0,00;3.170,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.170,04;3.301.233,67;0,00%;0,00;3.170,04;0,00;0,00;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23140;16000;Seguridad Social-Tratamiento Familias con menores;97.408,02;3.383,89;100.791,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;54.305,81;54.305,81;46.486,10;3.301.233,67;53,88%;0,00;46.486,10;0,00;54.305,81;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23140;22630;Actividades con menores programa infancia y familia;10.000,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.000,00;112.696,38;0,00%;0,00;10.000,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23140;23120;Del personal no directivo- Tratamiento familias con menores;200,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;200,00;112.696,38;0,00%;0,00;200,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23141;13000;Retrib. básicas pers. lab. fijo-Prev prom reins menores ries;29.508,48;1.474,94;30.983,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18.489,93;18.489,93;12.493,49;3.301.233,67;59,68%;0,00;12.493,49;0,00;18.489,93;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23141;13002;Otras rem. pers. lab. fijo-Prev. prom. reins. menores riesgo;30.692,84;1.772,77;32.465,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19.416,67;19.416,67;13.048,94;3.301.233,67;59,81%;0,00;13.048,94;0,00;19.416,67;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23141;13101;Indef. no fijos plantilla-Prev. prom. reins. menores riesgo;45.319,00;1.916,07;47.235,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24.319,30;24.319,30;22.915,77;3.301.233,67;51,49%;0,00;22.915,77;0,00;24.319,30;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23141;15000;Productividad-Prev. prom. reins. menores riesgo;9.871,80;0,00;9.871,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.983,25;9.983,25;-111,45;3.301.233,67;101,13%;0,00;-111,45;0,00;9.983,25;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23141;16000;Seguridad Social-Prev. prom. reins. menores riesgo;35.790,44;1.073,01;36.863,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19.395,31;19.395,31;17.468,14;3.301.233,67;52,61%;0,00;17.468,14;0,00;19.395,31;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23141;16204;Acción Social-Prev. prom. reins. menores riesgo;3.909,36;0,00;3.909,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.280,46;2.280,46;1.628,90;3.301.233,67;58,33%;0,00;1.628,90;0,00;2.280,46;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23141;20400;Arrend. material de transp-Prev. prom. reins. menores riesgo;200,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;200,00;112.696,38;0,00%;0,00;200,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23141;22630;Activ.menores p. Infanc Fam.-Prev. prom. reins.menores rieg;9.100,00;0,00;9.100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.100,00;112.696,38;0,00%;0,00;9.100,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23141;22633;Act. prog prev mendicidad inf. Prev prom reins menr riesgo;9.620,00;0,00;9.620,00;0,00;0,00;0,00;0,00;0,00;4.295,50;0,00;0,00;4.295,50;5.324,50;112.696,38;44,65%;0,00;5.324,50;0,00;4.295,50;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23141;22706;Estudios y trabajos técnicos- Prev prom reins menores riesgo;580,00;0,00;580,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;580,00;112.696,38;0,00%;0,00;580,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23141;22799;Otros trabajos por otras empresas y profes-Menores riesgo so;0,00;0,00;0,00;0,00;0,00;0,00;32.381,48;0,00;0,00;0,00;0,00;32.381,48;-32.381,48;112.696,38; ;0,00;-32.381,48;0,00;32.381,48;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23141;23120;Locom.pers no directivo-Prev prom. reins. menores riesgo;500,00;0,00;500,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;200,00;300,00;112.696,38;0,00%;0,00;300,00;25,65;225,65;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23142;20400;Arrendamientos de material de transporte-Serv atencion inf y;600,00;0,00;600,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;600,00;112.696,38;0,00%;0,00;600,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23142;21200;Rep. mant y consv edif y otras const.-Serv atencion inf y ad;3.000,00;0,00;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.000,00;112.696,38;0,00%;0,00;3.000,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23142;21207;Mantenimiento extintores- Serv. atención inf y adolescen;200,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;200,00;112.696,38;0,00%;0,00;200,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23142;22104;Vestuario - Serv. atención infanc y adolescencia;66,90;0,00;66,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;66,90;112.696,38;0,00%;0,00;66,90;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23142;22199;Otros suministros- Serv. atención inf y adolescencia;2.000,00;0,00;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.000,00;112.696,38;0,00%;0,00;2.000,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23142;22699;Otros gastos diversos-Serv.atención socioeducativa infancia;300,00;0,00;300,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;300,00;112.696,38;0,00%;0,00;300,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23142;22700;Limpieza y aseo-Servicio de atención socieducativa infancia;400,00;0,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;400,00;112.696,38;0,00%;0,00;400,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23142;44904;Comujesa-Serv.atención socioeducativa infancia y adolescenci;148.630,00;0,00;148.630,00;0,00;0,00;0,00;0,00;0,00;118.871,40;0,00;29.758,60;148.630,00;0,00;400.637,97;100,00%;0,00;0,00;0,00;148.630,00;4
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23150;13101;Indefinidos no fijos en plantilla-Inmigración;67.135,32;3.842,15;70.977,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;42.120,48;42.120,48;28.856,99;3.301.233,67;59,34%;0,00;28.856,99;0,00;42.120,48;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23150;15100;Gratificaciones. Inmigración;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;241,74;241,74;-241,74;3.301.233,67; ;0,00;-241,74;0,00;241,74;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23150;16000;Seguridad Social-Inmigración;20.140,59;715,76;20.856,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11.338,36;11.338,36;9.517,99;3.301.233,67;54,36%;0,00;9.517,99;0,00;11.338,36;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23150;21200;Repar,manten.y conserv.de edif y otras constr- P. Mpal. Inte;2.220,00;0,00;2.220,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.220,00;112.696,38;0,00%;0,00;2.220,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23150;21207;Rep.,manten. y conserv.de extintores - P. Mpal Integ Inmigra;200,00;0,00;200,00;240,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;240,61;-40,61;112.696,38;0,00%;0,00;-40,61;0,00;240,61;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23150;21208;Rep.,manten.y conserv. de alarmas-P. Mpal. Integr Inmigr;200,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;200,00;112.696,38;0,00%;0,00;200,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23150;21302;Rep.,manten.y conserv. de alarmas-P. Mpal. Integr Inmigr;500,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00;112.696,38;0,00%;0,00;500,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23150;22300;Transportes de mercancias- Inmigración;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.380,00;0,00;0,00;0,00;6.380,00;-6.380,00;112.696,38; ;0,00;-6.380,00;0,00;6.380,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23150;22606;Reuniones, conferencias y cursos--P. Mpal. Integr Inmigr;2.000,00;0,00;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.000,00;112.696,38;0,00%;0,00;2.000,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23150;22654;Activ. convivencia intercultural.- -P. Mpal. Integr Inmigr;8.000,00;0,00;8.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.398,63;1.398,63;6.601,37;112.696,38;17,48%;0,00;6.601,37;0,00;1.398,63;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23150;23020;Dietas del pers. no directivo--P. Mpal. Integr Inmigr;135,00;0,00;135,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;135,00;112.696,38;0,00%;0,00;135,00;328,81;328,81;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23150;23120;Locomoción persn. no directivo- -P. Mpal. Integr Inmigr;220,00;0,00;220,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;220,00;112.696,38;0,00%;0,00;220,00;192,15;192,15;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23150;48900;Otras transferencias-Inmigración;10.000,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.000,00;400.637,97;0,00%;0,00;10.000,00;0,00;0,00;4
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23150;48932;Centro acogida de inmigrantes (CEAIN)--P. Mpal. Integr Inmig;24.000,00;0,00;24.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24.000,00;400.637,97;0,00%;0,00;24.000,00;0,00;0,00;4
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23150;48938;Asociación de Ciudades Interculturales-Prog.Mpal.Integración;2.500,00;0,00;2.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.500,00;400.637,97;0,00%;0,00;2.500,00;0,00;0,00;4
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23160;14300;Retribuciones otro personal- Plan contra la exclusión social;0,00;2.897.943,89;2.897.943,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.897.943,89;3.301.233,67;0,00%;0,00;2.897.943,89;0,00;0,00;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23160;16000;Seguridad Social- Plan contra la exclusión social;0,00;927.337,23;927.337,23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;927.337,23;3.301.233,67;0,00%;0,00;927.337,23;0,00;0,00;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23160;22104;Vestuario-Plan contra la Exclusión Social;10.000,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.000,00;112.696,38;0,00%;0,00;10.000,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23160;22706;Estudios y trabajos técnicos-Plan contra la Exclusión Social;12.500,00;0,00;12.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12.500,00;112.696,38;0,00%;0,00;12.500,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;12001;Sueldos del Grupo A2. Serv comunitarios de asist depend;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.110,09;9.110,09;-9.110,09;3.301.233,67; ;0,00;-9.110,09;0,00;9.110,09;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;12003;Sueldo Grupo C1 Pers. Funcion.- Serv.comunitarios de asist.a;11.331,38;975,36;12.306,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.045,10;7.045,10;5.261,64;3.301.233,67;57,25%;0,00;5.261,64;0,00;7.045,10;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;12006;Trienios Personal Funcionarios-Serv.comunitarios de asist.a;2.278,80;196,69;2.475,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.893,28;4.893,28;-2.417,79;3.301.233,67;197,67%;0,00;-2.417,79;0,00;4.893,28;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;12100;Complemt. de destino Personal Func-Serv.comunitarios de asis;5.382,60;253,54;5.636,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.306,72;6.306,72;-670,58;3.301.233,67;111,90%;0,00;-670,58;0,00;6.306,72;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;12101;Complt. específico Personal Func.Serv.comunitarios de asist.;17.316,18;1.591,13;18.907,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18.493,81;18.493,81;413,50;3.301.233,67;97,81%;0,00;413,50;0,00;18.493,81;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;12103;Otros complementos-Serv.comunitarios asistencia personas dep;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;305,24;305,24;-305,24;3.301.233,67; ;0,00;-305,24;0,00;305,24;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;13000;Retribuciones básicas Persn Lab. Fijo-Serv.comunitarios de a;47.205,28;2.277,85;49.483,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28.602,87;28.602,87;20.880,26;3.301.233,67;57,80%;0,00;20.880,26;0,00;28.602,87;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;13001;Horas extraordinarias Serv comunitarios de asist depend;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;244,36;244,36;-244,36;3.301.233,67; ;0,00;-244,36;0,00;244,36;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;13002;Otras remuner. Pers. Lab. Fijo-Serv.comunitarios de asist.a;55.473,94;2.801,23;58.275,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30.849,03;30.849,03;27.426,14;3.301.233,67;52,94%;0,00;27.426,14;0,00;30.849,03;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;13101;Indefinidos no fijos en plantilla-Serv.comunitarios de asist;291.283,62;10.351,54;301.635,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;118.947,33;118.947,33;182.687,83;3.301.233,67;39,43%;0,00;182.687,83;0,00;118.947,33;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;15000;Productividad-Serv.comunitarios de asist.a personas dep;14.859,72;0,00;14.859,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12.600,98;12.600,98;2.258,74;3.301.233,67;84,80%;0,00;2.258,74;0,00;12.600,98;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;15100;Gratificaciones-Serv.comunitarios de asist.a personas dep;11.198,16;52,38;11.250,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;550,85;550,85;10.699,69;3.301.233,67;4,90%;0,00;10.699,69;0,00;550,85;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;16000;Seguridad Social- Serv.comunitarios de asist.a personas dep;140.520,82;3.964,40;144.485,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;63.596,78;63.596,78;80.888,44;3.301.233,67;44,02%;0,00;80.888,44;0,00;63.596,78;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;16204;Acción Social - Serv.comunitarios de asist.a personas dep;12.074,64;0,00;12.074,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.667,84;6.667,84;5.406,80;3.301.233,67;55,22%;0,00;5.406,80;0,00;6.667,84;1
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;22638;Activ. Día Mundial Discapacidad -Serv.comunitarios de asist.;2.800,00;0,00;2.800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.800,00;112.696,38;0,00%;0,00;2.800,00;0,00;0,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;22720;Ayuda domiciliaria- limpieza y aseo-Serv.comunitarios de asi;1.602.960,45;962.979,79;2.565.940,24;0,00;0,00;0,00;0,00;1.389.840,20;0,00;0,00;1.176.100,04;2.565.940,24;0,00;112.696,38;45,84%;0,00;0,00;0,00;2.565.940,24;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;22726;Teleasistencia domiciliaria - Serv.comunitarios de asist.a p;57.096,00;0,00;57.096,00;0,00;0,00;0,00;0,00;41.880,63;4.131,06;0,00;11.084,31;57.096,00;0,00;112.696,38;26,65%;0,00;0,00;0,00;57.096,00;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;22755;Programa individual atenciónServ.comunitarios de asist.a per;6.118.905,27;0,00;6.118.905,27;0,00;0,00;0,00;0,00;1.843.143,06;0,00;0,00;4.275.762,21;6.118.905,27;0,00;0,00;69,88%;0,00;0,00;0,00;6.118.905,27;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;23120;Del personal no directivo- Servic.comunitarios asist. a pers;400,00;0,00;400,00;200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;200,00;200,00;112.696,38;0,00%;152,68;47,32;21,28;221,28;2
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;48003;Ayudas a Bono-Taxi- Serv.comunitarios de asist.a personas de;12.360,00;-12.360,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;400.637,97; ;0,00;0,00;0,00;0,00;4
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;48906;Fundación Centro Acogida San José-Serv.comunitarios de asist;1.175.000,00;0,00;1.175.000,00;0,00;0,00;0,00;0,00;0,00;978.321,50;0,00;196.678,50;1.175.000,00;0,00;400.637,97;100,00%;0,00;0,00;0,00;1.175.000,00;4
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;48926;Convenio APESORJE-Servicios Comunitarios asistencia personas;10.000,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.000,00;400.637,97;0,00%;0,00;10.000,00;0,00;0,00;4
16;PM-PM - BIENESTAR SOCIAL Y DEL MA;23170;48927;Convenio AFEMEN-Servjcios Comunitarios asitencia a personas;10.000,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.000,00;400.637,97;0,00%;0,00;10.000,00;0,00;0,00;4
17;EC-EC - ECONOMIA (2019);01110;31000;Intereses préstamo interior--Deuda pública;6.761.651,34;0,00;6.761.651,34;0,00;0,00;0,00;0,00;3.098.185,40;0,00;0,00;4.021.353,72;7.119.539,12;-357.887,78;4.543.163,40;59,47%;0,00;-357.887,78;3.451.340,67;10.570.879,79;3
17;EC-EC - ECONOMIA (2019);01110;31100;Gastos formaliza.,modif.,concela. oper. en euros-Deuda Públi;1.803,04;0,00;1.803,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.803,04;4.543.163,40;0,00%;0,00;1.803,04;71.845,73;71.845,73;3
17;EC-EC - ECONOMIA (2019);01110;35200;Intereses de Demora-Deuda Pública;844.770,75;0,00;844.770,75;0,00;0,00;0,00;0,00;0,00;15.915,55;0,00;209.337,46;225.253,01;619.517,74;4.543.163,40;26,66%;0,00;619.517,74;17.489.716,53;17.714.969,54;3
17;EC-EC - ECONOMIA (2019);01110;35201;Intereses de demora a acreedores públicos;5.754.253,25;0,00;5.754.253,25;68.805,64;0,00;0,00;0,00;664.163,03;233.940,29;0,00;525.562,19;1.492.471,15;4.261.782,10;4.543.163,40;13,20%;0,00;4.261.782,10;1.320.061,23;2.812.532,38;3
17;EC-EC - ECONOMIA (2019);01110;35300;Operaciones de intercambio financiero-Deuda pública;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00; ;0,00;0,00;829.384,31;829.384,31;3
17;EC-EC - ECONOMIA (2019);01110;35900;Otros gasetos financieros-Deuda Pública;17.948,30;0,00;17.948,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17.948,30;4.543.163,40;0,00%;0,00;17.948,30;4.774.564,85;4.774.564,85;3
17;EC-EC - ECONOMIA (2019);01110;82190;A otros subsectores-Deuda Publ-Ptmos. a largo plazo;473.552,52;0,00;473.552,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;473.552,52;473.552,52;0,00%;0,00;473.552,52;0,00;0,00;8
17;EC-EC - ECONOMIA (2019);01110;91100;Amort.préstamos largo plazo entes sector pbco.;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00; ;0,00;0,00;0,00;0,00;9
17;EC-EC - ECONOMIA (2019);01110;91300;Amort. ptmos medio y largo entes fuera sector pbco.-Deuda Pú;9.044.352,32;0,00;9.044.352,32;0,00;0,00;0,00;0,00;4.101.315,56;0,00;0,00;4.943.036,76;9.044.352,32;0,00;0,00;54,65%;0,00;0,00;1.718.589,19;10.762.941,51;9
17;EC-EC - ECONOMIA (2019);92010;12000;Sueldos del Grupo A1-Serv.Grales.Admon. Gral;17.174,98;790,24;17.965,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.419,63;7.419,63;10.545,59;11.827.880,44;41,30%;0,00;10.545,59;0,00;7.419,63;1
17;EC-EC - ECONOMIA (2019);92010;12004;Sueldos del Grupo C2-Serv.Grales.Admon.Gral;29.097,62;1.672,11;30.769,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14.578,05;14.578,05;16.191,68;11.827.880,44;47,38%;0,00;16.191,68;0,00;14.578,05;1
17;EC-EC - ECONOMIA (2019);92010;12006;Trienios-Serv.Grales.Admon.Gral.;11.580,12;262,19;11.842,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.229,57;5.229,57;6.612,74;11.827.880,44;44,16%;0,00;6.612,74;0,00;5.229,57;1
17;EC-EC - ECONOMIA (2019);92010;12100;Complemento de destino-Serv.Grales.Admon.Gral.;24.035,88;562,16;24.598,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.592,75;10.592,75;14.005,29;11.827.880,44;43,06%;0,00;14.005,29;0,00;10.592,75;1
17;EC-EC - ECONOMIA (2019);92010;12101;Complemento específico-Serv.Grales.Admon.Gral.;54.269,32;3.743,31;58.012,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25.991,75;25.991,75;32.020,88;11.827.880,44;44,80%;0,00;32.020,88;0,00;25.991,75;1
17;EC-EC - ECONOMIA (2019);92010;12103;Otros complementos-Serv.Grales.Admon Gral.;3.207,72;0,00;3.207,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.988,81;5.988,81;-2.781,09;11.827.880,44;186,70%;0,00;-2.781,09;0,00;5.988,81;1
17;EC-EC - ECONOMIA (2019);92010;13101;Indefinidos no fijos en plantilla-Serv.Grales.Admon.Gral.;311.273,88;12.208,26;323.482,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;133.620,73;133.620,73;189.861,41;11.827.880,44;41,31%;0,00;189.861,41;0,00;133.620,73;1
17;EC-EC - ECONOMIA (2019);92010;15000;Productividad-Serv.Grales.Admon.Gral.;13.476,48;0,00;13.476,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.375,77;1.375,77;12.100,71;11.827.880,44;10,21%;0,00;12.100,71;0,00;1.375,77;1
17;EC-EC - ECONOMIA (2019);92010;15100;Gratificaciones. Serv generales de admón general;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.579,10;10.579,10;-10.579,10;11.827.880,44; ;0,00;-10.579,10;0,00;10.579,10;1
17;EC-EC - ECONOMIA (2019);92010;16000;Seguridad Social-Serv.Grales.Admon Gral.;153.715,91;4.110,06;157.825,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;62.338,90;62.338,90;95.487,07;11.827.880,44;39,50%;0,00;95.487,07;0,00;62.338,90;1
17;EC-EC - ECONOMIA (2019);92010;16204;Acción socialServ.Grales.Admon Gral.;48.270,36;0,00;48.270,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.745,30;22.745,30;25.525,06;11.827.880,44;47,12%;0,00;25.525,06;0,00;22.745,30;1
